,average,CREGION,AGE,SEX,EDUCATION,CITIZEN,MARITAL,RELIG,RELIGATTEND,POLPARTY,INCOME,POLIDEOLOGY,RACE
SOCMEDIAUSEb_W49,0.014937791206449022,0.0009233389116313174,0.08974725308809947,0.023687868736786216,0.004412353995730075,0.004262437846420229,0.022283501036660883,0.0029064069640936095,0.0012659040148322493,0.006873191372735903,0.0009539716399066453,0.012467638578798576,0.00946962829169307
HOMEASSIST5b_W49,0.0119678095733539,0.003486963568605379,0.03058011559745845,0.000509748197510786,0.007634557663268631,0.026185193498421543,0.017744285384186032,0.010557537714560436,0.0056816244954311845,0.006150523718368612,0.013911587495888788,0.008952058184541064,0.012219519362005892
SOCMEDIAUSEd_W49,0.011266818239438182,0.0006183422069667943,0.05952635386611677,0.0004919525790611529,0.004958633659524235,0.007006756793354832,0.025338581117926896,0.007616684945975061,0.0019418392985191984,0.008888180595910728,0.000978778066461755,0.0073262498095340335,0.01050946593390673
FACE4a_W49,0.010614138109428933,0.0014022088448597005,0.024962133708560697,0.003305592700778878,0.004617179403096021,0.005324973199060636,0.015209865939843787,0.013270580583528847,0.004422745869544062,0.01706320524046134,0.0028311047212770638,0.017832519541171748,0.017127547560964428
CONTROLGRPe_W49,0.010010478352808152,0.0042337929927656354,0.020666812053597536,0.0017324391873655852,0.01991608240054825,0.005823623533502812,0.01324786056832441,0.010260583248438626,0.004891698258781436,0.0029550312897721922,0.021645625899665673,0.0020467295999740402,0.012705461200961625
BENEFITGOV_W49,0.009540762635445768,0.0039408737601344815,0.010014400883232496,0.005167050312661171,0.005628154874542336,0.004097784020530348,0.010574477630883742,0.009807845563725036,0.006210401128030287,0.00598379445053613,0.013228497698334913,0.008856518746889776,0.030979352555848494
PWMAN2_W49,0.009525588414544053,0.0037630428260953135,0.013860046328946656,0.004662179954050153,0.018209966190798874,0.003499126937322157,0.010328676277322174,0.014377388591032755,0.0062850660601156474,0.007832296019248142,0.0167248518573657,0.005181798135235944,0.009582621796995114
SMARTPHONE_W49,0.009495649811839353,0.0018237293762070608,0.04340679183127337,0.00014574824929758622,0.017181051992653486,0.001394114023668126,0.010094480845984168,0.0056155330980279024,0.0012939547348490227,0.001669234533683204,0.024487731652864497,0.0029681308070990627,0.003867296596464742
DB1b_W49,0.009283085593193423,0.003065995126167845,0.018614641476901148,0.00458360151332883,0.01638457718966019,0.002562985280447446,0.012746694171386854,0.0078038758546098335,0.006114404277594141,0.003080168888174038,0.019158518853172678,0.0018787685575813915,0.015402795929296673
FACE3c_W49,0.00897196732518222,0.000548164519858114,0.011160376025164889,0.0016141040353082681,0.004111897380392867,0.0003908490840283121,0.009797340256444327,0.01807948562236001,0.010679687896921003,0.01942841302892594,0.0024038079004230837,0.021634793278798168,0.007814688873561666
TRACKCO1a_W49,0.00873545426716022,0.003910400525613665,0.005771827289839946,0.0032969084425559683,0.017987397048850554,0.0034800866888006314,0.006401358255961535,0.013025564265110532,0.010889092938608515,0.004363833593411213,0.01337132116253339,0.007037462733546167,0.015290198261090513
FACE1_W49,0.008718699383065168,0.0020964836971435336,0.0026584594128712643,0.022192876098637675,0.01844925457480363,0.0004559843628202378,0.005054340375882518,0.014219831562698204,0.003737328290808941,0.003443380833203805,0.016999554038196408,0.005978019046239079,0.009338880303476713
CONTROLGRPb_W49,0.008524416169908703,0.003463700107079003,0.019708581901832722,0.00187407106059148,0.011400298137067997,0.004599818756308439,0.010313060271368137,0.00664495792076973,0.005632559720495684,0.004794540269701343,0.014460368675284623,0.005201721017377641,0.014199316201027629
HOMEASSIST4_W49,0.008265286882605865,0.00408355948082905,0.0036613485974047915,0.0031263644126097024,0.0052506002757283215,0.008148847967275908,0.011132889316120166,0.016520820732954095,0.007285188590954784,0.00562253997954769,0.011185459298451553,0.005774056415456935,0.01739176752393738
PP2_W49,0.00815959113516455,0.0035455451756908796,0.007366817518019217,0.00617948119094569,0.013966577429270183,0.0006259460077063331,0.0074750154411051956,0.012285072011670724,0.0087058008726294,0.001368913947815632,0.016189388835365887,0.005334901150148754,0.014871634041606694
TRACKGOV1a_W49,0.00814191644551917,0.003399559148115745,0.017630031426998354,0.0021149895903510344,0.00861149126133074,0.003459909415239806,0.011302869625474153,0.009314160899972909,0.0049253726915139484,0.007527520170857373,0.007908797394445399,0.004297076447613954,0.01721121927431661
PROFILE3_W49,0.00793235216291926,0.002070717657031997,0.005158548730647661,0.004294748733645176,0.020943820634387607,0.0015623315768987644,0.0046924311467196654,0.009250927548980567,0.003922406881839878,0.002148815815760783,0.022580178762114763,0.0062061203007819105,0.012357178166222357
DATAUSEa_W49,0.007792445704536684,0.0021207851222287515,0.004659311170562593,0.011222154247423328,0.006526083196672007,0.0015071874170507272,0.0071096686409353,0.019157593706679004,0.007995088930968319,0.012566535995011442,0.003598035937939067,0.01168773317729864,0.005359170911671016
DATAUSEe_W49,0.007524816040437644,0.0012620571303268966,0.021948202089244112,0.007887796281434859,0.00427835271643588,0.004865624027166659,0.011305474852022874,0.0041537668848660135,0.0029352969399223804,0.009005353331788705,0.00624047035269642,0.00862232387523061,0.007793074004116309
RTBFc_W49,0.007496233241773436,0.0019170646789325367,0.00961951763435114,0.002270534477316817,0.01039150175896007,2.1671999811739323e-05,0.00793377284186145,0.0174513094245032,0.010028066158406563,0.008926266682802959,0.005845384169381584,0.013108479298883834,0.002441229776069345
TRACKGOV1b_W49,0.007397857856814391,0.005097277036669881,0.010535086096229301,0.0019119841818421776,0.009679976974608576,0.0019567017937144574,0.010622029105986315,0.010435983323773842,0.004989237086055629,0.004074278022400506,0.0068157689584662515,0.0027335284979713315,0.019922443204054424
