,average,CREGION,AGE,SEX,EDUCATION,CITIZEN,MARITAL,RELIG,RELIGATTEND,POLPARTY,INCOME,POLIDEOLOGY,RACE
HIGHEDWRNGB_W36,0.04625555298634879,0.003132112442909113,0.02790537122831886,0.004834325308578135,0.014959510967894232,0.0028504318194251775,0.023721474232502558,0.06286313835015055,0.03318413900570805,0.16688206182586723,0.005628169742516942,0.19271898736365614,0.016386913548658552
AMNTWMNPF1_W36,0.02807549921125649,0.0035774472461309334,0.001706936100130898,0.021248288771262714,0.015149593794921912,0.0021315475397419787,0.005594650419507728,0.02567386691027402,0.016284199977716282,0.11057651728555393,0.004145757971830535,0.12514133582076345,0.005675848697243471
MOREWMN1F2_W36,0.026011838389467804,0.0035175188242973082,0.0015864310017193993,0.010167274541568986,0.015580494272541984,0.0023889195082642516,0.0037362327803229646,0.03331109430503116,0.020776146808471004,0.09966327666428487,0.0033509298413324133,0.10990214532740374,0.008161596798375593
BETTERPOL2F1F_W36,0.02596894325564976,0.009112475792870606,0.01942258745826789,0.003463833185538886,0.026119512620309572,0.0022452502023670895,0.003978112621646952,0.03209270008357464,0.017374160216305543,0.08981767868340783,0.01010226934120511,0.09185785446067854,0.006040884401624498
AMNTWMNBF1_W36,0.0244565129409421,0.0023725338174861977,0.0008816061595195724,0.02721846695642308,0.016914082932935007,0.0010554284381554886,0.006864358866743066,0.02164678709388513,0.01426868175242398,0.0927977661590336,0.002762343631044963,0.10064421728835653,0.006051882195298619
MOREWMN2F2_W36,0.02431048338347222,0.003299466113646201,0.0020984315105578993,0.015036306288833432,0.012303059754670852,0.002790354961665811,0.004303459532023371,0.029335395001183907,0.017877589576962973,0.09431313063508662,0.0022727583603327495,0.10230069214654992,0.005795156720152881
WMNPRZ1_W36,0.0240951763192736,0.0028384703915754804,0.0008530192781723783,0.012107139926854365,0.01820383968615299,0.0007905580134628762,0.00244810764272517,0.02193254417503644,0.01684301074017791,0.09660674223943258,0.0051934888763941,0.1062385101093981,0.005086684751900758
IMPROVE3_W36,0.022383624502651828,0.002772988737706165,0.0024887312541521664,0.0307704651222475,0.007579266692824876,0.0005127050083948566,0.005494716896169733,0.01559249965436281,0.010103472360346298,0.0863811781764829,0.0023384804798085917,0.09807632801748074,0.006492661631845329
WHYNOTBIZF2B_W36,0.022045748848898705,0.0049199728856662486,0.004601323152457457,0.03225514934351176,0.007590559870799614,0.002195193685177943,0.010826089712669644,0.022152434755757983,0.012562807986570841,0.0713490355133817,0.005645784821484373,0.07694492853927842,0.0135057059200285
WHYNOTPOLF1B_W36,0.021959029185284782,0.005105578844433424,0.009863654256306373,0.02717960475902517,0.010668653042290265,0.0005055432597122841,0.008193248163226497,0.01859902293852826,0.010050510239581551,0.07018721652934595,0.0036489325938064165,0.09305860310296313,0.006447782494198079
