,average,CREGION,AGE,SEX,EDUCATION,CITIZEN,MARITAL,RELIG,RELIGATTEND,POLPARTY,INCOME,POLIDEOLOGY,RACE
EVOPERS3_W34,0.037635929433536185,0.008493666767582023,0.013026247040467308,0.003914227648615856,0.01957562320468262,0.004117938129890564,0.009574029094370586,0.12810898334889642,0.1056568107367871,0.03548605975898086,0.01515362007445308,0.08513512856035148,0.02338881883735632
EVOTHREE_W34,0.03127194067780841,0.013606541037870694,0.015389122062613201,0.0013612627705005952,0.015394001976469934,0.002409706842077187,0.014911457732207797,0.11117876969411047,0.0902047621980471,0.018694983027752125,0.013938078094943303,0.05421972400647022,0.023954878690638302
EVOONE_W34,0.02627534772780368,0.0032432781809554443,0.005073743886170828,0.012759916101152912,0.03139977782494009,0.003979609061374187,0.0061013366164739055,0.06450091485247819,0.0858346385138932,0.025324461718767805,0.019021591978126074,0.050783871475642575,0.0072810325236689595
EVOBIOA_W34,0.019476390623098323,0.005169574223976945,0.009675510274180614,0.014185050915489878,0.049706886373964206,0.005486783682449878,0.005206303910885733,0.038539365550317665,0.02523832208917903,0.0057536269817349585,0.033861036603001916,0.026476508532384473,0.014417718339614602
MED7_W34,0.01754538530685019,0.0006246812959726014,0.012673674530738421,0.026180732456079162,0.009267635407947351,0.0029766456873284563,0.011111948483135611,0.03881052257282546,0.034205159314572485,0.020356450308976898,0.007598782596598854,0.04136396306513797,0.005374427962889044
SCI4_W34,0.014332599271489855,0.001568319753826171,8.165182231080065e-05,6.871309099639668e-06,0.012545743128754642,0.0022237523397440322,0.00414028963556767,0.017670870294304034,0.009376854830839795,0.053438675110020116,0.002569595882651283,0.062279348402134255,0.006089218748625829
FUD37B_W34,0.012227261500284393,0.002147601745341493,0.005083896651893038,0.026568821333120746,0.010616989205009893,0.0050192033223141795,0.010169552539388827,0.023126357104957144,0.012188021371114854,0.005271568841774166,0.014400120660614345,0.007158112025683886,0.024976893202200163
FUD33A_W34,0.011832412142728004,0.007116145293944929,0.009681017095331229,0.023047551685341217,0.013596659145126054,0.002950151959227751,0.008740524024217683,0.022752729731315056,0.009438166651096468,0.004681611727928924,0.012808634603758189,0.007463846458809278,0.019711907336639262
BIOTECHB_W34,0.01085208484709488,0.003524337417547562,0.018985819140242482,0.03730995161406057,0.0062886611469731065,0.0071369397922170985,0.009693410236766172,0.018868955354211073,0.006596694615295082,0.0037092598980315093,0.004057963051800256,0.00630428242452235,0.0077487434734713
MED6B_W34,0.010637359775023086,0.0027495988925299378,0.006930011824369843,0.014518091177611702,0.012422964548969767,0.004313283829639767,0.006507256558243743,0.020497742725179503,0.014694326571870359,0.011042002157903533,0.01164970861701113,0.012491950341421516,0.009831380055526235
