,average,CREGION,AGE,SEX,EDUCATION,CITIZEN,MARITAL,RELIG,RELIGATTEND,POLPARTY,INCOME,POLIDEOLOGY,RACE
GUNKILLF1_W26,0.02218706362376011,0.0049178495432266045,0.0027120854864747124,3.519966876844748e-05,0.030468826133855285,0.00018528833042209957,0.0027459092863481296,0.03248808650313515,0.012918855069790965,0.08339740685330245,0.009243648742134875,0.08661101931302885,0.0005205885546337684
IMPREASONGUN_W26,0.02055320802490965,0.01826219233971283,0.009920649284742305,0.003369993113492341,0.01805829848487702,0.0041072219730736844,0.02388081703394795,0.04877576483315102,0.018349244675844326,0.024067338954381786,0.02285555864748357,0.017510897440794218,0.03748051951741474
GUNCONTRIBA_W26,0.019387855847518624,0.0027130641453191108,0.003462861024247996,0.009537643910214506,0.007880414223327315,0.004084384378410805,0.0050790967199125965,0.018469241596463532,0.0063986691570506555,0.08038345956912311,0.0015451341395176991,0.08279220964957061,0.010308091657065498
GUNSAFE2_W26,0.016985457530038394,0.002575840678205138,0.0029403399368490755,0.007836071802133632,0.028672511607327627,0.0032795067531773614,0.0028436375882905556,0.018582401662910957,0.009952057851019437,0.04791981647391499,0.01064042396781298,0.056280371896571355,0.01230251014224761
GUNLOCKED2_W26,0.016575048548826837,0.016642076014031518,0.02526006437921744,0.000473419120192922,0.005786828271133333,0.0,0.013169027925352489,0.03778062452145832,0.008156164835022102,0.014563951126938382,0.024412283240330034,0.017906533209794254,0.034749609942451236
GUNLOADED2_W26,0.016481739126183458,0.05217013852608236,0.0068836673546312805,0.012537088885837879,0.012577004170136859,0.0,0.03003640608855059,0.026964480031737282,0.002785243027021902,0.0061774135938839625,0.011079886111931243,0.0006761538588011928,0.03589338786558694
GROWUPGUN7_W26,0.016133120033375612,0.003622814025103764,0.006667841348068297,0.12650898488140738,0.002840010274991407,0.002245636100077439,0.008369377175574677,0.009751983110047557,0.0022447908181235754,0.015212858894794054,0.00225437856142727,0.010157657691430897,0.0037211075194610276
GUNFRIEND_W26,0.015216775521913741,0.01635994991988036,0.0029564005627160344,0.011545078831404335,0.014526741719262935,0.0029744702885448485,0.008565967795646503,0.022210049268100752,0.00657479500788229,0.04699804708379966,0.003519802327817498,0.038749541437234775,0.007620462020674865
WORLDDANGER_W26,0.015122477545260258,0.0028093833885833768,0.03343483453499968,0.011015063814312989,0.010268997353845313,0.001023570956260588,0.014492673401821823,0.03244549944095204,0.011298436246617045,0.023926740322766614,0.004417165515275192,0.029242732199585893,0.007094633368102532
GUN_W26,0.01504329704045051,0.011513747435820964,0.0033692155280315456,0.04619755158724235,0.006193092293554762,0.012640175108090658,0.011826074139017314,0.012766475758097987,0.0007476334670951337,0.03267280082623696,0.0037493387712780224,0.02622402054941652,0.012619439021523893
GUNKILLF2_W26,0.015012204762951467,0.003750776911603078,6.297113736814792e-05,0.0004943820772816327,0.016500762962941635,0.00330864019702371,0.00031352811587840977,0.024757651663997772,0.009801003858439435,0.05557813551776027,0.002620541465809628,0.05861534095901227,0.004342722288301616
GUNSAFE_W26,0.014987712927549246,0.0052955559300163785,0.004240249324820843,0.010596073279448382,0.01780823139189225,0.0008467544415122181,0.008588076217390907,0.022291470897075564,0.007586865416111384,0.043096127430282696,0.005735647421539576,0.04698512142371063,0.006782381956790142
NEVEROWN_W26,0.014623966119251599,0.005322495084644592,0.002159164373577971,9.082006150522176e-06,0.012194476199154237,0.0014405156781960875,0.004234142258358437,0.025759188708795344,0.013866107627046821,0.04515555208568529,0.005527296765045893,0.05226886218469813,0.00755071045966588
GUNRESPNOKIDSE_W26,0.014317715374619731,0.005239349296794276,0.008250274884705014,0.030063995839052407,0.008939881150203959,0.005318329988302731,0.012133484261029122,0.01936955785007211,0.0063457006231205,0.03303346618111422,0.005425979549420912,0.027914815124658925,0.009777749746962567
WORRYD_W26,0.013887861836195232,0.002085360444272937,0.022544883930682554,0.011987185533401654,0.02279117877665544,0.004906958292059421,0.016065148418507237,0.010563254617993784,0.0033636941285187225,0.008719706029840818,0.04646738329700535,0.006312879140312683,0.010846709425092188
GUNCONTRIBE_W26,0.013642843376017769,0.0005717619957926628,0.039797100257435776,0.03257169402698555,0.007134151370906039,0.0015681683300608478,0.017494464554301165,0.02312326712330234,0.012958358890031219,0.008783523941590285,0.006663105193800836,0.005169000864398443,0.00787952396360805
EVERSHOT_W26,0.013270999615164812,0.00834663312765893,0.005115915501200888,0.0611511897951627,0.0014999098383571615,0.012741199063006437,0.008295260551866935,0.009109906710815468,0.0005604013725548014,0.018921556190934146,0.002382172087718878,0.010424165091921275,0.02070368605078012
GUNCOURSES_W26,0.013008867998877195,0.0021955639730903177,0.00042905425160681394,0.07280902152822248,0.003217202828186411,0.004108904655434183,0.00901513056389988,0.005401553153539248,0.0014409946641553502,0.02637606444083085,0.003505998521920627,0.0199404479132414,0.007666479492398758
WORRYF_W26,0.012626762784805937,0.0031315441199544843,0.010580330714086213,0.031351914061544306,0.013713753818886476,0.009443346182176002,0.004874478469804764,0.018212305797788753,0.004868695168467314,0.005305350388685018,0.014498099900621704,0.004730621490306327,0.030810713305349874
REASONGUNA_W26,0.012331831875328825,0.009571890211663995,0.0023779329905789124,0.00936411554426138,0.014069877518316468,0.00036928534329115544,0.0038214894929016374,0.024398202829850123,0.006258248754506715,0.01886947840204943,0.0057518436849949926,0.04094650844490579,0.012183109286625268
GUNACTIVITYA_W26,0.012010421722131785,0.003333650124896426,0.006258362591639304,0.05029485470428311,0.005473656630194484,0.0008760131571066953,0.0037118410907179275,0.008364922536101221,0.003564220722628943,0.0284166210219974,0.00229460059900912,0.025470022933575247,0.006066294553431563
GUNACTIVITYE_W26,0.011990032273405704,0.00616253581827709,0.0023169386743581255,0.02924361683566135,0.011567690421094295,0.001926175116387258,0.0054610340001393295,0.011753867621764924,0.0037996838698978914,0.03495651479314781,0.0026216936391298923,0.02592001187957054,0.008150624611439908
GUNRESPKIDSA_W26,0.011949635741745332,0.006862496051282927,0.002523891504997435,0.024134862181373444,0.008179223995770068,0.0019275123818084932,0.004744742728999759,0.010040372835117724,0.003922131738839413,0.033811002303909536,0.0020872619826043546,0.026614827747585144,0.01854730344865571
GUNIDENTITY_W26,0.011884137188562516,0.0038011413049248654,0.00741769820514204,1.8891979383973266e-05,0.009117093927759489,0.0015408847711476075,0.006772175260367795,0.018768638776148604,0.010170177392677499,0.03580122202995747,0.0066204080529934746,0.0372493890677374,0.00533192549450995
MARGUN_W26,0.011585587126249394,0.0015925663650961893,0.002203752219858458,0.0997728910938056,0.0024384542867378375,0.0076843150968420445,0.00018918045944434731,0.008467180408099916,0.0014740003445243052,0.0034146917354170078,0.0023623116756544067,0.0011181156535429726,0.008309586175969672
GUNRESPKIDSB_W26,0.011525210846872731,0.0088985606995677,0.003538492320896226,0.01757621154238102,0.009955895031912038,0.0007414017555984266,0.005080714394895475,0.01082609464477332,0.0031280262637923854,0.0309927483251948,0.0028481827473835477,0.03287210440567292,0.011844098030404888
GUN1_W26,0.011347899479041544,0.010931700905333379,0.0030839472146334487,0.012464131634131313,0.005596797966347199,0.007891458864422291,0.021458234331386185,0.01559859312009916,0.003004406534634015,0.02700446673229392,0.003641985805828393,0.017379333058346526,0.008119737581042697
SHOOTFREQ_W26,0.011163768605510042,0.002553616978373592,0.01351676169473384,0.018624567820946524,0.007161128997493399,0.0006703241597792722,0.006418885407726499,0.012896822937753958,0.006478101201614403,0.033184022702633494,0.003756198333330802,0.025631513138823826,0.0030732798929108875
GUNACCESS_W26,0.011134194992753461,0.016210593591018528,0.005140732606811212,0.004848671255117959,0.014432961771242883,0.0009903407432197543,0.007817225206117408,0.02157366372056967,0.005528102981179562,0.011957413138911336,0.006801854934165978,0.022799538028478304,0.01550924193620893
WORRYB_W26,0.011066169583427916,0.0038573122351989015,0.0022893023449442437,0.017572021197962685,0.01788595391289408,0.004354950553078404,0.0030899455549486927,0.025177208570451224,0.00986931473892953,0.0066505461864978495,0.00936283429552811,0.017883399852665086,0.014801245558036167
GROWUPGUN2A_W26,0.011064612915688289,0.014251873164367353,0.04748800311298324,0.0013295849283986795,0.0029835379240452137,0.00031244948274777244,0.012649366067743662,0.011008650943477387,0.0021101185858652216,0.004101208509253582,0.0038489927778174197,0.003574721319191544,0.02911684817236839
GUNRESPKIDSF_W26,0.010771951203022294,0.004398927042272356,0.0039504953857811154,0.027636935659921997,0.0074300916106612245,0.0005255981293818691,0.005702382674233891,0.009670993850879859,0.0024846360687743926,0.02469771261549501,0.005036118144280962,0.027099658434706415,0.010629864819878392
