,average,CREGION,AGE,SEX,EDUCATION,CITIZEN,MARITAL,RELIG,RELIGATTEND,POLPARTY,INCOME,POLIDEOLOGY,RACE
ROBJOB6_W27,0.02062185507578763,0.0034167839379575984,0.0044093887748311465,0.004168183369219854,0.0019401201958548435,0.004466013999092748,0.009625645451808175,0.027157264760695743,0.012073430633334388,0.07670042724732412,0.008076751709241537,0.08749951882207432,0.007928732008017051
WORK2_W27,0.018591946693874036,0.0021298107671450487,0.020591092918681962,0.0005048202967940964,0.011076242821134433,0.011168152981070491,0.01173979167674793,0.03331995817277279,0.010980070896113477,0.04937349197203666,0.003715125408927808,0.060799305197825705,0.007705497217238056
INDUSTRY_W27,0.017881178206636376,0.006990715667484494,0.01457179965046647,0.03854529253290588,0.04991786806365127,0.0033865151303030245,0.010905801790944582,0.02230701101036466,0.00826458265057504,0.01200900790787039,0.02168231514083896,0.010983300167757596,0.015009928766474176
ROBJOB5D_W27,0.012910604940811766,0.0011005232507817235,0.0030625788302809432,0.01224354184571417,0.012947390989695768,0.00276174330195821,0.010638188787541757,0.010381378523850217,0.004702952942658148,0.02857003004591673,0.01774709048082129,0.03428545807228861,0.016486382218233613
CARS7A_W27,0.011215605822863385,0.0031388937307606102,0.010784186116449393,0.02304702820469682,0.01589602460672758,0.0015091322601760468,0.008684985554127254,0.02139473069574862,0.008364854323514016,0.00892798795238474,0.011977174896619414,0.014709105397368305,0.006153166135787851
CARS7B_W27,0.010863113543312956,0.002338066247171833,0.010884253363363305,0.031175981573811493,0.012989931159895668,0.001555334521018361,0.006318546434771364,0.021187706742880334,0.00843296056510348,0.009087492274528867,0.009056668068967858,0.012301842630047341,0.005028578938195568
ROBJOB7_W27,0.010856375953333863,0.0014098220358852737,0.0011369640876080127,0.03951025513217516,0.023493979071233535,0.001199839388783299,0.007353692913418151,0.006074721839644607,0.0014019619942742712,0.005032797627867594,0.02598782625502048,0.004927896210279055,0.012746754883816895
CAREREL_W27,0.010429589731121647,0.001242553554673604,0.058419444541825044,0.007454560166041469,0.002813422657649305,0.0027307735694232374,0.028424773073358736,0.007220118601390263,0.002420469253407381,0.0016970672472816821,0.0024046002202311296,0.0024451128714348762,0.00788218101674304
CARS3A_W27,0.010413257416321863,0.0022963265145649445,0.011830481189303443,0.012800051665869581,0.01285993045382228,0.0031882417574195083,0.008862571522975905,0.022219268090358738,0.00769349891534733,0.008707858614368473,0.00914523118282343,0.016662523514151147,0.008693105574857554
CARS5_W27,0.010331823018661463,0.0006402540580359927,0.012959074054121373,0.01602077861870264,0.012904345398044232,0.004313055446108644,0.008343043904318236,0.016531134834058856,0.007585445371166255,0.012724166916792231,0.006845679501438477,0.01938914729261094,0.005725750828539667
WORK3B_W27,0.009958692963688459,0.0009261431819710656,0.00850315736822214,0.0025273663649997397,0.05258228982879517,0.0011053825596220662,0.006533241618744484,0.008503031098312488,0.002748597795289217,0.0025266952179729078,0.023787518641127527,0.0032193842314311204,0.0065415076577736
CARS8_W27,0.009867496541682707,0.0022001114829938357,0.005717476411861223,0.018979592307491137,0.016291633141805806,0.0006000343016648851,0.005386845361182091,0.021578611244639577,0.00920990742778915,0.007103920350504877,0.01315661089156747,0.013742081247458971,0.004443134331233469
CARS1_W27,0.00947553931580537,0.006876737946123511,0.003702595463899203,0.036780024091444694,0.010762298061211501,0.003157815798829563,0.003810513318434185,0.013962925864597506,0.004028268037288316,0.004712158663016045,0.014395596327591255,0.005142373478861933,0.006375164738366732
VOICE5C_W27,0.008984602587953652,0.005830897208710467,0.0044077462532878565,0.0014712484512449163,0.012324738099536294,0.019473012233546978,0.005350239872716851,0.011928932524854566,0.006616866114685995,0.005176634209954271,0.012428313952396566,0.00139149550970112,0.02141510662480794
DRONE2_W27,0.008335971032923016,0.0060757098200079785,0.015890841927792512,0.01862791164514528,0.014721758127577056,0.001699438016194417,0.013375114348052677,0.006889568936791502,0.0029643040461147293,0.003633772545587367,0.008680836911844852,0.0013031498279614984,0.006169246242006339
CARS9B_W27,0.008276441490830117,0.0026162449917591884,0.006598849071102901,0.01122658216075677,0.012861189473425216,0.0006830651149999832,0.006130778776542802,0.016684533855121513,0.008425203293175665,0.006706927743545885,0.009821292097566214,0.008794180505554973,0.00876845080641029
CARS9C_W27,0.007906828367654562,0.0023191042147572703,0.0029791703622601396,0.023429076409279062,0.010768473968340192,0.0003159909130483192,0.0047304288616737585,0.014194055975255446,0.006485555354163016,0.0034590131586336127,0.012561058861718157,0.007391852129799059,0.006248160202926715
WORK3A_W27,0.007802066998996678,0.0008290724891568688,0.0022813087523447114,0.02194231065496291,0.017116432983598644,0.0024460252724644175,0.006641698131694627,0.009166143474281593,0.003547371495120064,0.0011057680196536821,0.01809001589081103,0.0017647357411235223,0.008693921082748043
ROBJOB1_W27,0.0077417414953641385,0.003132544013302708,0.0037099708023643086,0.0242187248555355,0.012649371309491633,0.003029395355237626,0.0034090780174117416,0.011659546779012712,0.00550184044855941,0.00756972149871545,0.006656501949631774,0.007489940915922988,0.0038742619991838194
CAREGIV3A_W27,0.007637525955413479,0.0012435967499400847,0.005527276906590728,0.006494853159286329,0.011440537087186951,0.0008073171628001481,0.007229544546139663,0.014334108211241238,0.009578462796918047,0.003554979942003538,0.011388195031679616,0.010526488798455164,0.009524951072720243
ROBJOB3A_W27,0.007630687318038987,0.0017551682966308888,0.005628952600271746,0.013933564995126598,0.01032203464688023,0.00539365312232461,0.005474610295746985,0.013518054917844975,0.004876741065329217,0.0056487738119078085,0.008747384030729596,0.009216912686755268,0.007052397346919908
CARS9A_W27,0.007564743259063533,0.0027023272996476444,0.006382267680541071,0.022422492544708753,0.008921394297555467,0.0015274890591345442,0.005650024266209071,0.0148892996877382,0.005679281665594199,0.005374808920576628,0.005061650231235475,0.0051355787485702405,0.007030304707251107
DRONE4D_W27,0.0074848533970233964,0.002894718523578446,0.028232521226142154,0.021229171954109855,0.0022877301145757664,0.0018764280384242034,0.01018105786221598,0.005424549888437609,0.0038798231640368754,0.00443248973177465,0.003929000684252403,0.0020909601942041608,0.0033597893825286548
CAREGIV4_W27,0.0071785080373646315,0.0005415509570649028,0.002910035075863755,0.009072805560536292,0.01112747466828855,6.815582816013032e-06,0.003413849604432336,0.013650640717322924,0.009545676768036833,0.00671764392341513,0.010433081163404608,0.00952403981700199,0.009198482610192241
CAREGIV2_W27,0.006863820966447082,0.0006458884516535032,0.004179068394766602,0.0059672550081945495,0.008867314158250313,0.000707719906401296,0.004377109351226001,0.016213891935822698,0.008858227417502865,0.007630004418420076,0.007066304865638838,0.008512853482185343,0.009340214207302891
VOICE5A_W27,0.006682457929391878,0.0018595637281270292,0.023677618452148184,0.0016794628617692448,0.006999364265657487,0.0015104484423275602,0.01888806665281338,0.0091524426468997,0.0018328970747275744,0.00202993564355131,0.0028986762890860964,0.004363153100684062,0.005297865994910908
WORK6_W27,0.00648322659029963,0.002214838488264697,0.00698065962829333,0.00116386664373656,0.00797813288950206,0.008666050146416655,0.011708656955129376,0.0060639712033345216,0.0012169102837029798,0.003988588447965939,0.01436231266516951,0.000625527630541678,0.01282920410153826
CARS10E_W27,0.006360159683594675,0.0008231926053854456,0.0182489873578613,0.005815429383136111,0.0034900133711186763,0.005046308214541757,0.00457935921912075,0.011596786146105903,0.0049438885242082484,0.005133752277564604,0.0017615284514387857,0.008890186677433774,0.005992483975220744
CAREGIV1_W27,0.006320264359422204,0.0016596434808430003,0.0018317763992998168,0.018995542780611087,0.006158673099353603,0.00450915549214021,0.0037453065988689157,0.013229973700689174,0.002445922909477407,0.008705003740502804,0.0024307067803605595,0.004850802377816862,0.007280664953103002
DRONE4E_W27,0.006298339112431377,0.0019853144105495724,0.03045071962672285,0.0036838787837917848,0.002248462626718983,0.005502255231737522,0.008558728812623453,0.005528362301412439,0.0016821347677410802,0.0055043604410193485,0.0033397763993369186,0.001677981605916438,0.00541809434160614
CAREGIV3B_W27,0.005946424592283352,0.0024670366756563687,0.0016338567189798133,0.011015820569285281,0.007336988031081208,0.005247598019430937,0.0037755301859406375,0.007880174933698605,0.0056843812433202395,0.0028036594368243055,0.012891843143741909,0.0051068832831665046,0.005513322866274408
CARS2_W27,0.005782372682805497,0.000823707875980096,0.006202447868242571,0.013637504008066846,0.010837965038847918,0.0008577063462055768,0.004469630547445576,0.009452999968446991,0.002213390978399198,0.004529145633924145,0.0068067233458726254,0.0047462977203875205,0.0048109528618468945
ROBJOB8E_W27,0.005725524213888837,0.0020688663079992294,0.004902705797016686,0.0034666827860164733,0.011865810209987256,0.0015505661753309043,0.006623322442887795,0.00990768253238867,0.005319538523885205,0.0019003160045804673,0.009307700641354756,0.004381477911399348,0.00741162123381925
VOICE5B_W27,0.00570487585579883,0.002958541576251211,0.0054109153536717,0.0064637161124207285,0.0024923843320048445,0.003984769114746752,0.004362041934047132,0.009391413705380134,0.0028649865053251224,0.006401414307243711,0.007234248568007484,0.0006698432459731939,0.016224235514513945
HIRING3A_W27,0.005671640075234669,0.0014954396083055252,0.005894371996670507,0.003914834291914792,0.0024865701414660906,0.0071133191980791155,0.005273565417847921,0.010969248408926359,0.0021387598345728653,0.005956671043804007,0.005147443385323287,0.008424932735112483,0.00924452484079308
CAREGIV6E_W27,0.005628326602147424,0.001336784294648372,0.00650613893357963,0.0007040094190470388,0.010571283307253166,0.00021082505957914597,0.006602129280223959,0.011140328376655021,0.005776697827742065,0.004006467953164763,0.007308851300417742,0.007189600835200803,0.00618680263825738
ROBJOB8D_W27,0.005622766879011914,0.0009927838307510952,0.013328735925088363,0.0017137068989524335,0.00501557515211705,0.003530970863060281,0.007115123630776628,0.008208350710809074,0.0035816237388801605,0.007260483949464119,0.003705784193886834,0.00745435668068316,0.005565706973673779
DRONE4C_W27,0.005602529404768873,0.003285083290447245,0.021017430423981673,0.01184450245628574,0.0014911439099529328,0.002488294420149518,0.008419869124231549,0.006699822541027058,0.002212559351478983,0.002792742104734424,0.002235928907242525,0.0018516259113109208,0.002891350416383909
ROBJOB4D_W27,0.005534533350425725,0.0009612644117434786,0.0021767621910925928,0.02378637700595752,0.012679146445171449,0.002052939209817726,0.002102329986798871,0.006073852644792011,0.0026667844207497187,0.001359809895893449,0.005803571652311441,0.003432197693519079,0.003319364647261375
HIRING7B_W27,0.0054045629593273276,0.002367244971957288,0.010998613646537503,0.0014395816645311281,0.006866495611346022,0.0019003601935028236,0.008483331190084258,0.005531938622886404,0.0025271797501414885,0.004020028207568051,0.007442627592634363,0.003533065765162752,0.00974428829557584
WORK4C_W27,0.005344435347866871,0.0012500596483940925,0.003723012853727418,0.004110704509498167,0.009729281408642959,0.0028750033153759724,0.004306335507419856,0.010477716210370726,0.003654949100356025,0.004453086895975924,0.009603779600903143,0.002142364461824855,0.007806930661913309
HIRING2_W27,0.005321446133994966,0.0016792904859946227,0.006804146407597945,0.0025221631881282283,0.005235145823787397,0.0009473979616849918,0.00605778527552782,0.010421985337628904,0.005530647334242093,0.005847843281589501,0.003051870266579477,0.006782593391733266,0.008976484853445352
VOICE4_W27,0.005318951174414573,0.0011448436069480107,0.01314672395306995,0.004743763413706744,0.00108558499725814,0.002506960090007931,0.005369859563142664,0.010512541294373493,0.003106594655440328,0.006151798397476299,0.0050563958020887,0.004905806426822291,0.006096541892640314
WORK3D_W27,0.005301679260201337,0.0011589370973509223,0.013067378074553831,0.0005306713980507892,0.011491372560225751,0.0034876386839771253,0.0038978347165737883,0.006375679137913986,0.004375401024476025,0.0023156674296753604,0.006913579184734691,0.002415270484238618,0.007590721330645172
WORK5A_W27,0.0052696994973246885,0.0006684630279764932,0.005715313332112643,0.0006664683897397235,0.006656726962360181,0.0069389395309846225,0.007175713347749812,0.0038324855168063014,0.001757292748846731,0.004083572247474766,0.010322718481088405,0.0008102883569097539,0.014608412025846836
ROBJOB9_W27,0.005237789560903462,0.0013997776200431182,0.0034892036291548564,0.0004363665280608909,0.010092760483553223,0.0026875894411710075,0.005263809317655255,0.009758427108293825,0.0029998905459045102,0.005800365984262276,0.009158949379437776,0.003552793608617676,0.008213541084687135
WORK4B_W27,0.005133284084697881,0.0017484541872335693,0.0006476492705182711,0.006984163744076765,0.015255264120598787,0.0014520584098940388,0.005550788966775647,0.007793925647486698,0.002922882817637298,0.0015159190035898486,0.012817940680193644,0.002722477357239997,0.0021878848111300136
CARS3B_W27,0.005117023428319237,0.0008865684197723949,0.0027666912775215673,0.0139717594214764,0.00567344062013439,0.001062153489667387,0.0038299442809218622,0.009382631579624972,0.0047277834453796205,0.004457525657921209,0.007355991486410609,0.0045020841130471705,0.0027877073479532647
WORK3F_W27,0.005086257976383967,0.0025007763063875773,0.0026296800795506618,0.0030342434173199874,0.005911227727107583,0.008269084576400423,0.002972698046039545,0.009797091911532465,0.0026717756845275977,0.0039977702764095,0.003416580003507579,0.0028053178619120754,0.013028849825912611
PREDICTD_W27,0.0050270876696887545,0.0006253212947365437,0.002788464586463417,0.0005798190007432439,0.0067863265522330905,0.008567049754306307,0.006086108948177901,0.006165121322535276,0.0016854179269840362,0.0017999442092191537,0.00777533812934334,0.002635986298598228,0.01483015401292451
WORK3C_W27,0.004884015739649079,0.000799784541656353,0.004199463449700629,0.0004395080115575875,0.01803387344748675,0.0013951782033285271,0.004452835931752168,0.006281167257507868,0.004389382871040437,0.0032734708164469154,0.005575442156397217,0.004398570459448505,0.005369511729465996
CAREGIV6B_W27,0.004878220303832702,0.0030886263844540347,0.002468909866459184,0.005304345790301707,0.006596992093447325,0.0028809494815653395,0.0010826293145453632,0.012025819369838238,0.003620421364224088,0.004150870773200223,0.00519250206353977,0.005711260661408047,0.006415316483009103
DRONE4A_W27,0.004833294201611897,0.0012463825267560258,0.015555879872635235,0.006404657679071681,0.0029246332671605947,0.002569681429686879,0.00807820085758698,0.006587604477899971,0.0031632392663486094,0.002314324573697048,0.004150171027185069,0.0007319406490471108,0.004272814792267555
DRONE1_W27,0.004805919127130892,0.0012257081427560663,0.012779947248228883,0.010974749746723496,0.0037847980912384754,0.00614635202857058,0.005280837591874669,0.004736251699072932,0.0033938140496859357,0.004096813661862062,0.0022759652136129897,0.0008927136940206603,0.0020830783579239474
CARS10A_W27,0.004800326494898836,0.0023309227994778377,0.005005165170198435,0.001982920698439252,0.007840027945743486,0.0019107058510720518,0.005562175828284692,0.009997112993281015,0.0023834547627862536,0.004142972467761663,0.005172958266442516,0.007169908822783212,0.004105592332515619
ROBJOB8C_W27,0.004758325570727916,0.0012685949837107841,0.0056339393900281046,0.0022061529066542958,0.004653590704519243,0.004586741319416531,0.005606983755612176,0.008305376314969313,0.0025666487430763144,0.004769015416563507,0.007044121132758821,0.003738976775683313,0.006719765405742594
ROBJOB5B_W27,0.00461036602250473,0.002290049795894621,0.004133346723172734,0.009616555940557587,0.003148253835212719,0.0017187456444191821,0.0037355908372732364,0.008271776801942009,0.0032015231864645473,0.004925731016904331,0.0025923917782378425,0.005748252724474338,0.005942173985503616
HIRING6C_W27,0.00453189516200068,0.0010901744543514828,0.004546169139409442,0.0026929342231777156,0.008239284303438515,0.0014896881394818283,0.004417987942660559,0.008129515418203753,0.0045033957353653705,0.00564754644150615,0.0029374932915350207,0.008320134735673715,0.0023684181192046186
ROBJOB2_W27,0.0045307706617476635,0.00143895209781759,0.0008503935168175383,0.006262606931965245,0.005905442357283025,0.002713024694746863,0.004024423821278898,0.009010656672333568,0.006277555205479137,0.005139779564692438,0.0034975412360707956,0.004835717246126695,0.004413154596360172
PREDICTC_W27,0.0045140940971821865,0.0006702155729427286,0.005035761850366447,0.0026779613135878813,0.003751419931278043,0.005410657430433599,0.0071194256497322545,0.006969595745566179,0.0024147154033464582,0.003997911633449601,0.003454081667665335,0.0037888215322320683,0.008878561435585648
HIRING3B_W27,0.00443246183179422,0.0012495950622846638,0.002987696767362156,0.0033107110922113493,0.004662271491759695,0.0007613294247598037,0.003254627047991606,0.010650802154207977,0.0018236149437329348,0.003529507607269903,0.006038411165024655,0.007386835561907521,0.00753413966301837
ROBJOB8F_W27,0.004378929670121598,0.0006148722824123783,0.006240125968019707,0.0008249599744870746,0.012491493481322126,0.0019181880128879465,0.004494034651198373,0.006600320211591769,0.0017303688909059908,0.0018269440924548394,0.007084084618358887,0.002939655266315499,0.005782108591504582
CARS4_W27,0.004350701544430778,0.0008810061648587168,0.007627364809957795,0.0010394307041856417,0.005850734306151833,0.0020518343286949135,0.005410126272688036,0.006989001290567999,0.004045164527537206,0.002630358337072322,0.006450239297651759,0.004967581909417626,0.004265576584385493
ROBJOB4C_W27,0.004132008662198031,0.0007976777396953697,0.0047816791632979945,0.006494916054083588,0.0014698351211677209,0.0049645111570010775,0.002920554206669522,0.007625094900873303,0.002000680802211881,0.002810576543541842,0.0006184891451813514,0.007190065013189215,0.007910024099463508
HIRING6A_W27,0.0041187060225148986,0.0006558493186878856,0.005784864706679607,0.0013124400763237323,0.0028442445335512805,0.004758878555488962,0.006477860348730012,0.009790274343077035,0.0019394906126645043,0.0038674377268650686,0.0008566789155400031,0.00527909038814941,0.005857362744421282
HIRING1_W27,0.004070827005951064,0.0026187034471355348,0.0033985268716614863,0.011492948911483832,0.00653032928709074,0.0007718524278102932,0.0028773526875970406,0.004860849968880329,0.0038185422717542028,0.0024862803775795106,0.0025318758886779644,0.0027993060759755016,0.004663355855766331
VOICE5D_W27,0.0040669920485049155,0.0010479684001760779,0.004753464048676622,0.002390593118759549,0.0012349087511307174,0.0014881332907247728,0.007051305597644248,0.009764566298604813,0.00229138848058141,0.0042541873226890434,0.005346343848098137,0.004172994146951869,0.005008051278021731
HIRING6B_W27,0.004056757778690182,0.00238679179160761,0.002510019354092291,0.0012151593695998368,0.005516688963074386,0.00445640979603866,0.005383621447374719,0.005501775297526011,0.0020978240701414437,0.003820486595818973,0.005787948692638365,0.0037858446500473957,0.006218523316322491
ROBJOB8G_W27,0.004039742303366963,0.00032410210552568405,0.002592497501725121,9.810413430629919e-05,0.005376093989295146,0.0007386252777444016,0.004091933802947147,0.009571933830788144,0.0033029718414640274,0.007647643910475238,0.003605992586989335,0.00696711497164565,0.004159893687497363
PREDICTB_W27,0.003975038109252059,0.0013777922313981444,0.0021648798975242352,0.0012308458168893456,0.005397233391441117,0.007144784592432814,0.005618590996568744,0.004678230050460667,0.0016966216496402966,0.0015921357699478402,0.005023342871427928,0.001965698235535131,0.009810301807758453
HIRING4_W27,0.003927845643825989,0.00027552263169378186,0.009728186403566168,0.0051066836145130575,0.0030932431018765093,0.004744328005260251,0.003113248844647851,0.007232769432514287,0.0011802265303274399,0.0033731853812277615,0.00244180989820432,0.005234640861774434,0.0016103030203060045
WORK3E_W27,0.0038506897307113,0.0006999319415264618,0.0042493715168673025,0.001908744672544297,0.009945861095883923,0.0006786727231531318,0.004141755699422192,0.006790401977407889,0.0018996697635811984,0.0023327561021439327,0.007405216038144501,0.002353295130341447,0.0038026001075193295
HIRING6D_W27,0.0037759137408531675,0.001216122332216517,0.0021241208646340954,0.0021730339244301618,0.009210419091712751,0.0023042455385958245,0.0028813909404915828,0.007330345987586492,0.002384647736901801,0.0027753908741941303,0.006524310288271068,0.002584704292108579,0.0038022330190950033
PREDICTA_W27,0.0037436922220426896,0.0008274600843785154,0.010504559327841157,0.0024245201160776934,0.003578537818318804,0.002525761079998227,0.0037624667832768985,0.006458070433490532,0.0021363320351199546,0.0023264814162049577,0.0025202647589825295,0.0020018967533068136,0.00585795605751619
VOICE1_W27,0.003629180731679138,0.0008447190283040421,0.011684771691302366,0.00016858244246956464,0.00535645305876022,0.0008196903971885841,0.004984065953214528,0.0037570712427143914,0.000910345565357478,0.0019508802812418713,0.009378565322063928,0.001996826677009801,0.0016981971205228775
WORK4A_W27,0.0035958866372077115,0.0013883929496440826,0.004102033237615689,0.002076191326134059,0.007939366053505105,0.0005976636430135655,0.003981074220090494,0.005922772644668563,0.0014800719577613645,0.00125671153618893,0.00897890766347911,0.0016901864393123068,0.0037372679750792724
ROBJOB3B_W27,0.0035771877089201564,0.0012582536745329006,0.0012866547224930315,0.00712236466814472,0.007205282627231261,0.0008884452632285474,0.002802735073874456,0.006112370710678403,0.0024320631755389063,0.0023355380462747226,0.006040016102206533,0.002064472295236041,0.003378056147602356
ROBJOB8B_W27,0.0035635568919400716,0.0009932772530896765,0.0015147020162053183,0.0017224820422718624,0.004263114329402946,0.0010055161199252842,0.0022752932646711243,0.008032547438011383,0.003714312206772405,0.005422801156652183,0.0035322572615564284,0.005280175755461782,0.00500620385926047
VOICE3_W27,0.003482124596988819,0.005387400868280481,0.0005999857832990847,0.0048665101954136385,0.0037127449984027147,0.0015366585084992312,0.0023076417540267373,0.007094725990627299,0.0025616376049758982,0.0030136497059136654,0.0017515525152667375,0.0009534596563576354,0.007999527582802708
ROBJOB8A_W27,0.0034346978268469195,0.00035521930644576426,0.00150784703408424,0.0005652135424511183,0.006651334222039384,0.0017525158217755014,0.0046550070007281286,0.0038929716269191952,0.002637640337241209,0.002440361636683718,0.006711942081165595,0.0012545823801803923,0.008791738932448783
HIRING7A_W27,0.0033414318237526886,0.0028934345517388858,0.0043939939196226,0.0009483185952339976,0.0019162626868306867,0.002549971526109099,0.002509172922249008,0.008229997463585121,0.003393644029010752,0.00496526186891022,0.0020875181762709002,0.0038378238284203087,0.002371782317050688
CAREGIV6C_W27,0.0032595055698550718,0.0006668384488053555,0.00500553553070365,0.0002757600160959333,0.002509006280986517,0.0014360577344210723,0.0058450993809790516,0.005280040382187901,0.004960109516558174,0.0025625016402767847,0.001954263575348453,0.004746378337775766,0.0038724759941222023
DRONE4B_W27,0.0032265566824668107,0.0021248084272140182,0.0038342652214070454,0.0016243911103702336,0.001460711532515663,0.0027957892735016175,0.004686861981898961,0.005721004981219915,0.0023025295964461587,0.007256004622649681,0.0020803833008699764,0.0025528255770721287,0.0022791045644363272
CAREGIV6A_W27,0.0031358173062214193,0.001336620027144234,0.001149753438378227,0.0022388203119492528,0.0077087998020134935,0.0007077284337423092,0.002194445354923264,0.005098992248183345,0.0010853420537121623,0.0008728527944293264,0.0042343119148900606,0.002534353639264698,0.00846778765602666
ROBJOB5C_W27,0.002996068999122582,0.0010525515592493303,0.004434196958264512,0.002795925759097067,0.0026816775596346185,0.0008466445979968235,0.003670242196845843,0.006505602827313645,0.000860720411801809,0.001496536987464985,0.004518472460625661,0.002073523090196833,0.005016733580979856
CAREGIV7_W27,0.0028218976783422715,0.001991431787204339,0.0026231449058587556,0.00019434198930845946,0.00461872348326153,0.0025257519456208964,0.003140055534131226,0.0031517568845018345,0.002835766702665294,0.004063020459534455,0.002691567314577025,0.002803498869087194,0.0032237122643562466
CAREGIV6D_W27,0.002717358478670755,0.000499786362439161,0.0019209958945872886,0.001301433881754708,0.0014537288149319581,0.0005468059638778842,0.004142613670212168,0.005130535791164701,0.004721796270567017,0.002638953679002232,0.004135892490385335,0.004710076020837818,0.0014056829042887863
